state,district,pincode_x,age_0_5,age_5_17,age_18_greater,pincode_y,bio_age_5_17,bio_age_17_,pincode,demo_age_5_17,demo_age_17_,total_enrol,total_updates,vulnerability_score
JAMMU & KASHMIR,BANDIPUR,387003.0,2.0,0.0,0.0,193502.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.3333333333333333
JAMMU & KASHMIR,BARAMULA,6952402.0,43.0,4.0,0.0,10429406.0,28.0,41.0,14291994.0,10.0,95.0,47.0,174.0,3.625
JAMMU & KASHMIR,DODA,364405.0,2.0,0.0,0.0,728753.0,2.0,2.0,911033.0,0.0,5.0,2.0,9.0,3.0
JAMMU & KASHMIR,JAMMU,10839390.0,52.0,10.0,0.0,35384773.0,33.0,199.0,31429416.0,6.0,187.0,62.0,425.0,6.746031746031746
JAMMU & KASHMIR,KARGIL,776412.0,2.0,2.0,0.0,388204.0,0.0,2.0,1942620.0,0.0,11.0,4.0,13.0,2.6
JAMMU & KASHMIR,KATHUA,1473084.0,8.0,0.0,0.0,7548833.0,25.0,22.0,6628359.0,3.0,45.0,8.0,95.0,10.555555555555555
JAMMU & KASHMIR,KUPWARA,1159335.0,8.0,1.0,0.0,579670.0,0.0,3.0,1352641.0,0.0,7.0,9.0,10.0,1.0
JAMMU & KASHMIR,LEH (LADAKH),582403.0,3.0,0.0,0.0,1941221.0,9.0,2.0,1748014.0,4.0,3.0,3.0,18.0,4.5
JAMMU & KASHMIR,PULWAMA,769209.0,4.0,0.0,0.0,384603.0,1.0,1.0,192121.0,0.0,1.0,4.0,3.0,0.6
JAMMU & KASHMIR,PUNCH,185102.0,1.0,0.0,0.0,925557.0,1.0,4.0,925545.0,0.0,5.0,1.0,10.0,5.0
JAMMU & KASHMIR,RAJAURI,370264.0,1.0,1.0,0.0,2222033.0,2.0,10.0,2777432.0,0.0,15.0,2.0,27.0,9.0
JAMMU & KASHMIR,SRINAGAR,573435.0,2.0,1.0,0.0,2850108.0,3.0,13.0,1900051.0,0.0,10.0,3.0,26.0,6.5
JAMMU & KASHMIR,UDHAMPUR,366326.0,2.0,0.0,0.0,1459156.0,0.0,8.0,550730.0,0.0,3.0,2.0,11.0,3.6666666666666665
JAMMU AND KASHMIR,?,0.0,0.0,0.0,0.0,181206.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
JAMMU AND KASHMIR,ANANTNAG,147022320.0,2975.0,340.0,35.0,228318116.0,26943.0,20619.0,247923325.0,5246.0,30309.0,3350.0,83117.0,24.803640704267384
JAMMU AND KASHMIR,BADGAM,70782165.0,1674.0,190.0,1.0,113644333.0,4697.0,9434.0,129135235.0,892.0,11222.0,1865.0,26245.0,14.064844587352626
JAMMU AND KASHMIR,BANDIPORE,50884637.0,1288.0,308.0,43.0,78729187.0,10653.0,9720.0,78350551.0,2600.0,13294.0,1639.0,36267.0,22.1140243902439
JAMMU AND KASHMIR,BANDIPUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193504.0,0.0,1.0,0.0,1.0,1.0
JAMMU AND KASHMIR,BARAMULA,146658183.0,3155.0,528.0,64.0,241333759.0,28508.0,33358.0,267809470.0,5150.0,31540.0,3747.0,98556.0,26.29562433297759
JAMMU AND KASHMIR,BUDGAM,58324304.0,793.0,51.0,15.0,114263011.0,18502.0,4609.0,114066961.0,5738.0,12884.0,859.0,41733.0,48.526744186046514
JAMMU AND KASHMIR,DODA,111859408.0,3447.0,1023.0,32.0,186187745.0,19427.0,17348.0,190199720.0,1109.0,10263.0,4502.0,48147.0,10.692205196535642
JAMMU AND KASHMIR,GANDERBAL,45340486.0,773.0,59.0,11.0,76533236.0,7268.0,6428.0,79429007.0,1034.0,6495.0,843.0,21225.0,25.148104265402843
JAMMU AND KASHMIR,JAMMU,317913509.0,3697.0,825.0,36.0,595428113.0,45866.0,52701.0,611215402.0,2480.0,32443.0,4558.0,133490.0,29.28054397894275
JAMMU AND KASHMIR,KARGIL,48158773.0,386.0,139.0,1.0,85049617.0,1848.0,1073.0,94375382.0,508.0,1537.0,526.0,4966.0,9.42314990512334
JAMMU AND KASHMIR,KATHUA,149719580.0,2635.0,310.0,9.0,253203454.0,23058.0,17058.0,268311931.0,1772.0,18658.0,2954.0,60546.0,20.489340101522842
JAMMU AND KASHMIR,KISHTWAR,34618772.0,1058.0,205.0,6.0,45733655.0,10878.0,10042.0,47009425.0,967.0,4901.0,1269.0,26788.0,21.092913385826773
JAMMU AND KASHMIR,KULGAM,29986811.0,970.0,232.0,9.0,61503953.0,14367.0,11377.0,53820177.0,2329.0,10078.0,1211.0,38151.0,31.47772277227723
JAMMU AND KASHMIR,KUPWARA,82706894.0,2392.0,443.0,40.0,111308604.0,24776.0,24981.0,115945376.0,7740.0,37390.0,2875.0,94887.0,32.99269819193324
JAMMU AND KASHMIR,LEH,21555514.0,163.0,42.0,1.0,66807573.0,1641.0,923.0,65253208.0,291.0,1136.0,206.0,3991.0,19.280193236714975
JAMMU AND KASHMIR,POONCH,0.0,0.0,0.0,0.0,185121.0,1.0,0.0,555343.0,0.0,3.0,0.0,4.0,4.0
JAMMU AND KASHMIR,PULWAMA,89106066.0,1738.0,118.0,15.0,169578749.0,20582.0,12248.0,165375535.0,3432.0,18054.0,1871.0,54316.0,29.014957264957264
JAMMU AND KASHMIR,PUNCH,51275217.0,2064.0,548.0,17.0,65899332.0,25883.0,20487.0,67564962.0,4052.0,19383.0,2629.0,69805.0,26.541825095057035
JAMMU AND KASHMIR,RAJOURI,122953194.0,2071.0,594.0,9.0,201093991.0,29902.0,25834.0,207020664.0,2395.0,13413.0,2674.0,71544.0,26.745420560747664
JAMMU AND KASHMIR,RAMBAN,52640001.0,1317.0,597.0,6.0,76136706.0,21848.0,8029.0,74679482.0,1857.0,5897.0,1920.0,37631.0,19.589276418532016
JAMMU AND KASHMIR,REASI,66146123.0,1136.0,570.0,9.0,115077297.0,12538.0,10702.0,113286290.0,1119.0,7281.0,1715.0,31640.0,18.43822843822844
JAMMU AND KASHMIR,SAMBA,51352144.0,532.0,47.0,9.0,119824148.0,6837.0,4388.0,112733414.0,628.0,4492.0,588.0,16345.0,27.750424448217316
JAMMU AND KASHMIR,SHOPIAN,192303.0,308.0,84.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0
JAMMU AND KASHMIR,SHUPIYAN,13268907.0,537.0,128.0,1.0,17483536.0,9253.0,6276.0,19012796.0,1844.0,6363.0,666.0,23736.0,35.58620689655172
JAMMU AND KASHMIR,SRINAGAR,220455963.0,2851.0,270.0,135.0,394782260.0,32589.0,40239.0,414205517.0,3495.0,36211.0,3256.0,112534.0,34.551427694197116
JAMMU AND KASHMIR,UDHAMPUR,134418604.0,2446.0,349.0,11.0,245473004.0,22370.0,23108.0,248459508.0,1172.0,15678.0,2806.0,62328.0,22.204488778054863
JHARKHAND,BOKARO,1226992526.0,3505.0,2278.0,17.0,2286879481.0,45931.0,62498.0,2479801816.0,4424.0,66249.0,5800.0,179102.0,30.874332011722117
JHARKHAND,BOKARO *,1656157.0,2.0,0.0,0.0,2484521.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0
JHARKHAND,CHATRA,369755383.0,3448.0,2819.0,35.0,490257254.0,32491.0,35201.0,494382109.0,3989.0,43307.0,6302.0,114988.0,18.24337617007774
JHARKHAND,DEOGHAR,769610301.0,4518.0,3679.0,127.0,1031873368.0,33194.0,34232.0,1135303631.0,4022.0,56038.0,8324.0,127486.0,15.313633633633634
JHARKHAND,DHANBAD,1780197130.0,6878.0,4061.0,92.0,3127359485.0,52546.0,98523.0,3421343834.0,5776.0,102021.0,11031.0,258866.0,23.465010877447426
JHARKHAND,DUMKA,910464739.0,2743.0,2996.0,86.0,1323460512.0,36526.0,39686.0,1442375058.0,4019.0,55639.0,5825.0,135870.0,23.32131822863028
JHARKHAND,EAST SINGHBHUM,1197435449.0,5983.0,2109.0,99.0,1850135481.0,59424.0,76682.0,1959858747.0,4140.0,56520.0,8191.0,196766.0,24.019287109375
JHARKHAND,EAST SINGHBUM,3325130.0,848.0,546.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.0,0.0,0.0
JHARKHAND,GARHWA,486696004.0,4523.0,1535.0,15.0,696358783.0,41415.0,58043.0,746515233.0,3459.0,36814.0,6073.0,139731.0,23.004774448468883
JHARKHAND,GARHWA *,113452572.0,314.0,67.0,0.0,189910032.0,535.0,5049.0,194842860.0,44.0,2072.0,381.0,7700.0,20.157068062827225
JHARKHAND,GIRIDIH,1024838244.0,7695.0,6526.0,82.0,1289969890.0,53614.0,56796.0,1402271734.0,9740.0,115931.0,14303.0,236081.0,16.50454418344519
JHARKHAND,GODDA,547915791.0,3238.0,2135.0,17.0,766172792.0,44532.0,36402.0,818282348.0,3785.0,53892.0,5390.0,138611.0,25.711556297532926
JHARKHAND,GUMLA,801822632.0,4083.0,2524.0,94.0,1195214364.0,33578.0,54300.0,1221943257.0,3800.0,42953.0,6701.0,134631.0,20.088182632050135
JHARKHAND,HAZARIBAG,203863194.0,358.0,208.0,0.0,474572842.0,1605.0,6129.0,661942000.0,391.0,9335.0,566.0,17460.0,30.793650793650794
JHARKHAND,HAZARIBAGH,971721440.0,4125.0,2048.0,31.0,1569100797.0,38357.0,36575.0,1660865899.0,5791.0,60854.0,6204.0,141577.0,22.816599516518938
JHARKHAND,JAMTARA,315475493.0,3160.0,1274.0,16.0,401060377.0,17787.0,21854.0,439376154.0,1682.0,31321.0,4450.0,72644.0,16.320826780498763
JHARKHAND,KHUNTI,360773263.0,1426.0,1173.0,45.0,556170640.0,15296.0,27659.0,619642755.0,1410.0,20011.0,2644.0,64376.0,24.33875236294896
JHARKHAND,KODARMA,122156737.0,184.0,126.0,0.0,245139190.0,1247.0,3651.0,291318254.0,221.0,2782.0,310.0,7901.0,25.405144694533764
JHARKHAND,KODERMA,411008371.0,2096.0,1114.0,12.0,536461573.0,17953.0,20190.0,558747027.0,1672.0,22513.0,3222.0,62328.0,19.338504498914055
JHARKHAND,LATEHAR,415006433.0,1675.0,923.0,11.0,610068452.0,22149.0,21314.0,659523253.0,3017.0,35628.0,2609.0,82108.0,31.459003831417625
JHARKHAND,LOHARDAGA,268956165.0,1984.0,919.0,56.0,468571871.0,13862.0,25334.0,490289900.0,1511.0,15908.0,2959.0,56615.0,19.12668918918919
JHARKHAND,PAKAUR,89769622.0,197.0,100.0,0.0,142812505.0,1049.0,1435.0,193401082.0,227.0,3451.0,297.0,6162.0,20.677852348993287
JHARKHAND,PAKUR,316545816.0,3971.0,2908.0,45.0,461760864.0,21113.0,16174.0,525411210.0,2790.0,42671.0,6924.0,82748.0,11.949169675090253
JHARKHAND,PALAMAU,82211550.0,220.0,66.0,0.0,168534005.0,496.0,2138.0,240880462.0,140.0,3546.0,286.0,6320.0,22.020905923344948
JHARKHAND,PALAMU,809800026.0,6548.0,1994.0,64.0,1115635179.0,57189.0,55852.0,1229080799.0,9410.0,104641.0,8606.0,227092.0,26.384570698268853
JHARKHAND,PASHCHIMI SINGHBHUM,144983762.0,346.0,252.0,1.0,323331105.0,3615.0,10496.0,332462227.0,235.0,8922.0,599.0,23268.0,38.78
JHARKHAND,PURBI SINGHBHUM,476276852.0,814.0,172.0,0.0,1063911487.0,3984.0,16575.0,1010762410.0,86.0,4780.0,986.0,25425.0,25.75987841945289
JHARKHAND,RAMGARH,739529380.0,1902.0,1066.0,11.0,1371437746.0,17337.0,19900.0,1580820667.0,2377.0,33083.0,2979.0,72697.0,24.39496644295302
JHARKHAND,RANCHI,1522020446.0,9318.0,4613.0,334.0,2158059407.0,61673.0,116101.0,2308070594.0,8306.0,95347.0,14265.0,281427.0,19.72711341651479
JHARKHAND,SAHEBGANJ,590672567.0,3636.0,2670.0,15.0,780771268.0,36759.0,27666.0,847682652.0,4750.0,60999.0,6321.0,130174.0,20.59063587472319
JHARKHAND,SAHIBGANJ,86504072.0,187.0,178.0,0.0,151786776.0,654.0,1443.0,217891405.0,150.0,2506.0,365.0,4753.0,12.986338797814208
JHARKHAND,SERAIKELA-KHARSAWAN,1002926576.0,2943.0,1277.0,30.0,1712850732.0,31898.0,46690.0,1809399605.0,2229.0,32472.0,4250.0,113289.0,26.649964714184897
JHARKHAND,SIMDEGA,341604364.0,1472.0,594.0,13.0,485262466.0,20497.0,42214.0,517001049.0,1750.0,24335.0,2079.0,88796.0,42.690384615384616
JHARKHAND,WEST SINGHBHUM,676556978.0,4211.0,2589.0,48.0,1228016847.0,58306.0,72880.0,1261332134.0,4033.0,55272.0,6848.0,190491.0,27.812965396408234
KARNATAKA,BAGALKOT,1105615021.0,6158.0,900.0,84.0,1671526562.0,39884.0,37250.0,1813628812.0,14788.0,37873.0,7142.0,129795.0,18.170936581268375
KARNATAKA,BAGALKOT *,106864442.0,218.0,31.0,0.0,307681906.0,439.0,1286.0,306508112.0,164.0,1032.0,249.0,2921.0,11.684
KARNATAKA,BALLARI,699187638.0,2450.0,267.0,64.0,1592591494.0,25151.0,12209.0,1469530976.0,4784.0,19615.0,2781.0,61759.0,22.199496764917324
KARNATAKA,BANGALORE,1986514758.0,5776.0,1236.0,4.0,4555686176.0,51767.0,147212.0,4530010141.0,3869.0,47973.0,7016.0,250821.0,35.74476271911073
KARNATAKA,BANGALORE RURAL,416676853.0,2251.0,267.0,126.0,678415501.0,18760.0,19275.0,809238281.0,5713.0,42521.0,2644.0,86269.0,32.615879017013235
KARNATAKA,BELAGAVI,2184033935.0,7063.0,622.0,120.0,4078458997.0,52855.0,26146.0,4496833126.0,12963.0,41358.0,7805.0,133322.0,17.07942608250064
KARNATAKA,BELGAUM,1987849130.0,5861.0,880.0,2.0,4447410248.0,44316.0,66753.0,4739406123.0,12122.0,50900.0,6743.0,174091.0,25.81420521945433
KARNATAKA,BELLARY,900967061.0,3623.0,596.0,1.0,1842776739.0,29044.0,39203.0,1910420800.0,3524.0,23856.0,4220.0,95627.0,22.655058043117744
KARNATAKA,BENGALURU,2971912094.0,20441.0,6732.0,3807.0,4857702043.0,144086.0,152989.0,5476934608.0,38541.0,265383.0,30980.0,600999.0,19.398954197734096
KARNATAKA,BENGALURU RURAL,5606902.0,1439.0,730.0,621.0,3372978.0,5.0,5.0,23610846.0,8.0,71.0,2790.0,89.0,0.03188821211035471
KARNATAKA,BENGALURU SOUTH,46652019.0,15.0,183.0,5.0,74740709.0,23.0,123.0,634961139.0,326.0,3388.0,203.0,3860.0,18.92156862745098
KARNATAKA,BENGALURU URBAN,54333699.0,12111.0,7167.0,3796.0,0.0,0.0,0.0,0.0,0.0,0.0,23074.0,0.0,0.0
KARNATAKA,BIDAR,788498456.0,3960.0,896.0,64.0,1180120287.0,38406.0,41302.0,1282563199.0,6398.0,36661.0,4920.0,122767.0,24.947571631782157
KARNATAKA,BIJAPUR,1043360301.0,3296.0,930.0,5.0,1908548532.0,20574.0,34536.0,2110196153.0,5441.0,24941.0,4231.0,85492.0,20.20132325141777
KARNATAKA,BIJAPUR(KAR),1172321.0,3.0,0.0,0.0,7619807.0,3.0,10.0,586101.0,0.0,1.0,3.0,14.0,3.5
KARNATAKA,CHAMARAJANAGAR,100550122.0,232.0,17.0,0.0,259942606.0,445.0,1400.0,307352538.0,85.0,1025.0,249.0,2955.0,11.82
KARNATAKA,CHAMARAJANAGAR *,13140065.0,23.0,0.0,0.0,33136566.0,16.0,46.0,29706656.0,5.0,51.0,23.0,118.0,4.916666666666667
KARNATAKA,CHAMRAJANAGAR,457041511.0,1988.0,216.0,23.0,872356043.0,15916.0,13049.0,927198094.0,2226.0,12985.0,2227.0,44176.0,19.82764811490126
KARNATAKA,CHAMRAJNAGAR,162815846.0,356.0,24.0,0.0,442756173.0,603.0,1649.0,478723851.0,147.0,1789.0,380.0,4188.0,10.992125984251969
KARNATAKA,CHICKMAGALUR,462907355.0,1129.0,102.0,0.0,1450427764.0,6808.0,15111.0,1542779923.0,886.0,9598.0,1231.0,32403.0,26.301136363636363
KARNATAKA,CHIKKABALLAPUR,579440227.0,2842.0,296.0,14.0,884625971.0,21218.0,20715.0,938538035.0,4231.0,31990.0,3152.0,78154.0,24.7871868062163
KARNATAKA,CHIKKAMAGALURU,409236541.0,1018.0,95.0,38.0,1111085539.0,9401.0,5775.0,1309635425.0,1805.0,9284.0,1151.0,26265.0,22.799479166666668
KARNATAKA,CHIKMAGALUR,73306020.0,145.0,9.0,0.0,224525118.0,201.0,1184.0,226820256.0,42.0,670.0,154.0,2097.0,13.529032258064516
KARNATAKA,CHITRADURGA,905575430.0,4042.0,326.0,45.0,1622782551.0,29756.0,31471.0,1705350618.0,6123.0,41218.0,4413.0,108568.0,24.59628454916176
KARNATAKA,DAKSHINA KANNADA,1752104372.0,5896.0,530.0,79.0,3746602145.0,38932.0,39119.0,4215316272.0,7839.0,48563.0,6505.0,134453.0,20.666000614817094
KARNATAKA,DAVANAGERE,219598678.0,437.0,46.0,0.0,837318714.0,806.0,5445.0,825454677.0,182.0,3004.0,483.0,9437.0,19.49793388429752
KARNATAKA,DAVANGERE,966674623.0,4416.0,352.0,45.0,1828547602.0,39870.0,49562.0,1857737214.0,5459.0,28314.0,4813.0,123205.0,25.59306190278355
KARNATAKA,DHARWAD,1003733559.0,4733.0,351.0,19.0,1726406699.0,41268.0,46553.0,1819846460.0,11753.0,43366.0,5103.0,142940.0,28.005485893416928
KARNATAKA,GADAG,679358116.0,4088.0,349.0,20.0,962860232.0,22744.0,17981.0,1093830597.0,7989.0,20755.0,4457.0,69469.0,15.582996859578286
KARNATAKA,GADAG *,61122238.0,135.0,10.0,0.0,197920579.0,383.0,957.0,218294328.0,149.0,698.0,145.0,2187.0,14.979452054794521
KARNATAKA,GULBARGA,986141882.0,3650.0,703.0,3.0,1806084777.0,21236.0,43229.0,1849981995.0,2688.0,21011.0,4356.0,88164.0,20.23502409915079
KARNATAKA,HASAN,433303044.0,944.0,49.0,0.0,1330862263.0,2167.0,7515.0,1759577216.0,466.0,8102.0,993.0,18250.0,18.36016096579477
KARNATAKA,HASSAN,805277539.0,2333.0,142.0,19.0,1948147730.0,27002.0,20010.0,2128116735.0,5817.0,33029.0,2494.0,85858.0,34.41202404809619
KARNATAKA,HAVERI,795600090.0,3917.0,266.0,59.0,1261132051.0,34207.0,34121.0,1392481476.0,14289.0,43341.0,4242.0,125958.0,29.68607117605468
KARNATAKA,HAVERI *,53462717.0,111.0,6.0,0.0,199905063.0,333.0,1084.0,214433135.0,150.0,814.0,117.0,2381.0,20.177966101694917
KARNATAKA,KALABURAGI,934053450.0,4096.0,602.0,84.0,1718876927.0,45175.0,24962.0,1774476726.0,8200.0,32020.0,4782.0,110357.0,23.072757683462264
KARNATAKA,KODAGU,369087366.0,1095.0,75.0,41.0,911350302.0,8269.0,9036.0,1066748654.0,1140.0,10341.0,1211.0,28786.0,23.75082508250825
KARNATAKA,KOLAR,717423117.0,3841.0,314.0,31.0,1220860469.0,31388.0,32895.0,1340242028.0,6189.0,41076.0,4186.0,111548.0,26.641509433962263
KARNATAKA,KOPPAL,748939872.0,4752.0,650.0,49.0,1073351060.0,31753.0,28059.0,1197038564.0,8068.0,35331.0,5451.0,103211.0,18.930851063829788
KARNATAKA,MANDYA,921203665.0,3401.0,150.0,43.0,1783007492.0,31387.0,34392.0,1956157343.0,4101.0,36160.0,3594.0,106040.0,29.49652294853964
KARNATAKA,MYSORE,945287660.0,2857.0,214.0,2.0,2495868745.0,17825.0,36693.0,2489209452.0,1542.0,19689.0,3073.0,75749.0,24.641834743005855
KARNATAKA,MYSURU,978157247.0,3650.0,463.0,248.0,2514425919.0,32289.0,22300.0,2637615245.0,4695.0,32490.0,4361.0,91774.0,21.039431453461713
KARNATAKA,RAICHUR,1044426308.0,7619.0,2056.0,104.0,1420025289.0,53880.0,56997.0,1507644239.0,7377.0,40787.0,9779.0,159041.0,16.261860940695296
KARNATAKA,RAMANAGAR,467705208.0,2559.0,379.0,11.0,768087000.0,20055.0,20867.0,834687511.0,3637.0,31197.0,2949.0,75756.0,25.68
KARNATAKA,RAMANAGARA,562160.0,168.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0
KARNATAKA,SHIMOGA,732636169.0,2111.0,149.0,0.0,1722764210.0,7443.0,19406.0,1966415661.0,1163.0,14351.0,2260.0,42363.0,18.73639982308713
KARNATAKA,SHIVAMOGGA,712417231.0,2004.0,182.0,43.0,1811088777.0,21668.0,11986.0,1904616697.0,4526.0,20225.0,2229.0,58405.0,26.190582959641254
KARNATAKA,TUMAKURU,960080524.0,2792.0,161.0,47.0,2316306927.0,26620.0,16941.0,2427269358.0,4312.0,24113.0,3000.0,71986.0,23.987337554148617
KARNATAKA,TUMKUR,972547143.0,2754.0,188.0,0.0,2471991987.0,20241.0,44520.0,2527251734.0,2750.0,23550.0,2942.0,91061.0,30.941556235134218
KARNATAKA,UDUPI,1049340391.0,3338.0,210.0,43.0,2475681327.0,20128.0,14497.0,2999375201.0,3944.0,23431.0,3591.0,62000.0,17.260579064587972
KARNATAKA,UDUPI *,1150349.0,2.0,0.0,0.0,1728658.0,2.0,1.0,576232.0,0.0,1.0,2.0,4.0,1.3333333333333333
KARNATAKA,UTTARA KANNADA,1066766389.0,3219.0,221.0,30.0,2628247628.0,23598.0,19558.0,2940435992.0,4134.0,26497.0,3470.0,73787.0,21.258138864880436
KARNATAKA,VIJAYANAGARA,561598797.0,1822.0,241.0,56.0,772121536.0,5607.0,14341.0,1109792015.0,2066.0,12626.0,2119.0,34640.0,16.339622641509433
KARNATAKA,VIJAYAPURA,1139487168.0,4662.0,842.0,92.0,1885669370.0,35601.0,17491.0,2036306070.0,8945.0,23026.0,5596.0,85063.0,15.19796319456852
KARNATAKA,YADGIR,956308979.0,5420.0,1416.0,111.0,1500012843.0,33445.0,31738.0,1611796679.0,7220.0,28213.0,6947.0,100616.0,14.481289579735176
KERALA,ALAPPUZHA,1679059150.0,2536.0,892.0,131.0,5203743700.0,34603.0,53026.0,5625666880.0,2640.0,34195.0,3559.0,124464.0,34.96179775280899
KERALA,ERNAKULAM,2431629320.0,4185.0,1807.0,332.0,6227092806.0,61215.0,87540.0,6761225257.0,5733.0,60474.0,6324.0,214962.0,33.98608695652174
KERALA,IDUKKI,777447597.0,1399.0,271.0,28.0,2441393112.0,19715.0,28218.0,2499672618.0,1528.0,13964.0,1698.0,63425.0,37.33078281341966
KERALA,KANNUR,2131523533.0,4013.0,1722.0,230.0,4826414998.0,49177.0,70222.0,5069788023.0,4639.0,53071.0,5965.0,177109.0,29.686389540730808
KERALA,KASARAGOD,916384051.0,2695.0,798.0,62.0,1568900719.0,36306.0,35450.0,1681682260.0,2451.0,25907.0,3555.0,100114.0,28.153543307086615
KERALA,KASARGOD,174567434.0,251.0,64.0,0.0,580775855.0,211.0,1927.0,660660716.0,34.0,1835.0,315.0,4007.0,12.680379746835444
KERALA,KOLLAM,2124035728.0,3814.0,1042.0,213.0,5527536243.0,50033.0,77278.0,5939473154.0,4498.0,48602.0,5069.0,180411.0,35.584023668639055
KERALA,KOTTAYAM,1583557245.0,2465.0,804.0,52.0,5358115943.0,30704.0,47511.0,5689719782.0,2352.0,27858.0,3321.0,108425.0,32.63847080072246
KERALA,KOZHIKODE,2187826468.0,4587.0,1914.0,203.0,4522927095.0,61123.0,91063.0,4962599414.0,9275.0,80652.0,6704.0,242113.0,36.10932140193885
KERALA,MALAPPURAM,3182347730.0,10205.0,4116.0,246.0,5232042448.0,96696.0,127313.0,5714963883.0,10011.0,142379.0,14567.0,376399.0,25.837383305875893
KERALA,PALAKKAD,2542245155.0,5174.0,1381.0,169.0,6519811864.0,61028.0,98819.0,6601872351.0,3894.0,46102.0,6724.0,209843.0,31.20342007434944
KERALA,PATHANAMTHITTA,1067681916.0,1398.0,480.0,73.0,4475459846.0,20056.0,39314.0,4837464505.0,1955.0,19080.0,1951.0,80405.0,41.19108606557377
KERALA,THIRUVANANTHAPURAM,2578941205.0,4836.0,1394.0,433.0,6197287779.0,55721.0,93096.0,6725717689.0,5373.0,59565.0,6663.0,213755.0,32.076080432172866
KERALA,THRISSUR,2855838649.0,4914.0,1672.0,485.0,7597133710.0,58766.0,86746.0,8231249751.0,4994.0,53826.0,7071.0,204332.0,28.893099547511312
KERALA,WAYANAD,460789582.0,1265.0,233.0,18.0,988202271.0,12585.0,24268.0,1050062807.0,1687.0,16378.0,1516.0,54918.0,36.201713909030985
LADAKH,KARGIL,42716801.0,365.0,120.0,7.0,75531538.0,1711.0,1231.0,91068425.0,701.0,1788.0,492.0,5431.0,11.016227180527384
LADAKH,LEH,16311872.0,101.0,13.0,11.0,66805360.0,1098.0,1723.0,76901333.0,674.0,2572.0,125.0,6067.0,48.15079365079365
LAKSHADWEEP,LAKSHADWEEP,108526220.0,192.0,10.0,1.0,375405188.0,2226.0,2594.0,354928535.0,170.0,1006.0,203.0,5996.0,29.392156862745097
MADANAPALLE,KADIRI ROAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034650.0,0.0,2.0,0.0,2.0,2.0
MADHYA PRADESH,AGAR MALWA,171741536.0,2087.0,421.0,29.0,224338205.0,5721.0,11092.0,239230263.0,965.0,8919.0,2537.0,26697.0,10.518912529550827
MADHYA PRADESH,ALIRAJPUR,196442405.0,3251.0,3390.0,369.0,275654538.0,33490.0,28643.0,282065888.0,2001.0,19593.0,7010.0,83727.0,11.942233632862644
MADHYA PRADESH,ANUPPUR,331337087.0,2864.0,349.0,13.0,510076138.0,31994.0,39356.0,549334125.0,3847.0,22348.0,3226.0,97545.0,30.227765726681127
MADHYA PRADESH,ASHOK NAGAR,206401656.0,3726.0,1285.0,167.0,283570491.0,44837.0,29539.0,317174459.0,6092.0,38925.0,5178.0,119393.0,23.053292141340027
MADHYA PRADESH,ASHOKNAGAR,2366657.0,1594.0,1323.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,3011.0,0.0,0.0
MADHYA PRADESH,BALAGHAT,591466315.0,6237.0,540.0,28.0,795040414.0,72713.0,54049.0,871076914.0,13036.0,66256.0,6805.0,206054.0,30.27534528357332
MADHYA PRADESH,BARWANI,266000733.0,12801.0,8355.0,667.0,331025346.0,78193.0,65234.0,363540812.0,12569.0,70190.0,21823.0,226186.0,10.364094574780058
MADHYA PRADESH,BETUL,535049726.0,6829.0,1207.0,130.0,785635109.0,69579.0,86243.0,800316681.0,10942.0,37304.0,8166.0,204068.0,24.986898493939023
MADHYA PRADESH,BHIND,587593298.0,8483.0,4845.0,639.0,778057283.0,51439.0,31926.0,843453218.0,8411.0,49605.0,13967.0,141381.0,10.121778350515465
MADHYA PRADESH,BHOPAL,760202803.0,11256.0,1452.0,154.0,1159926028.0,89809.0,96629.0,1229724311.0,10700.0,80164.0,12862.0,277302.0,21.55811241545518
MADHYA PRADESH,BURHANPUR,126997835.0,6542.0,2759.0,388.0,181060369.0,33915.0,40226.0,180145536.0,3248.0,13295.0,9689.0,90684.0,9.358513931888545
MADHYA PRADESH,CHHATARPUR,616989773.0,11504.0,5965.0,367.0,777241939.0,89515.0,69016.0,830027758.0,11821.0,68037.0,17836.0,238389.0,13.364859561585469
MADHYA PRADESH,CHHINDWARA,677655815.0,8308.0,625.0,48.0,966735702.0,63350.0,76841.0,1055895855.0,16975.0,72447.0,8981.0,229613.0,25.563682921398353
MADHYA PRADESH,DAMOH,354928202.0,5081.0,938.0,47.0,475423493.0,74879.0,59604.0,519206736.0,7014.0,48440.0,6066.0,189937.0,31.30657656172738
MADHYA PRADESH,DATIA,275371968.0,3995.0,1805.0,43.0,348137640.0,27648.0,19386.0,388560626.0,5168.0,31277.0,5843.0,83479.0,14.284565366187543
